country,winery,variety,points,price,description
US,Marimar Estate,Albario,90,32,"It's hard to believe there's no oak on this wine, with its accents of vanilla and buttered toast. The wine was fermented in stainless steel and bottled earlywith no barrel exposure. It's beautifully rich in tropical fruit, pear, peach and lime flavors, with a brisk amount of acidity."
US,Napa Valley Cattle Company,Cabernet Sauvignon,90,49,"Almost instantly identifiable as a Napa Valley Cabernet for its classic black currant and cassis flavors, wrapped into sturdy tannins, and finished with acidity. The fruit is ripe and sweet, with an edge of green olives, yet the finish is thoroughly dry, with a complex spiciness. Drink now through 2020."
US,Rock Wall,Zinfandel,90,40,"Call this Zin lusty, huge, gigantic, massive, anything that describes scale. Some Zins like this are over the top, but this one maintains a precarious balance, despite high alcohol and superripe raisin and dark chocolate flavors. With firm tannins, it's classic Monte Rosso Zinfandel, and will age for decades."
Italy,Tenuta Argentiera,Red Blend,90,60,"A savory blend of 45% Cabernet Sauvignon, 45% Merlot and 10% Cabernet Franc, this opens with aromas of scorched earth, meat juices, leather, black fruit and spices. The dense, low-acid palate delivers black currants and fleshy black cherry accented with black pepper and mocha alongside soft, round tannins. Drink now through 2017."
US,Tarara,Red Blend,87,40,"A laundry list of a blend, this combines Merlot, Syrah, Cabernet Sauvignon, Cabernet Franc and Viognier. Medium in body, it features flavors of cherry, strawberry and flower, plus juicy acids that thrust the wine across the palate."
Argentina,Trivento,White Blend,87,15,"Lychee and melon aromas are proper for Torronts. And while this has Viognier and Chardonnay in the blend, it's Torronts that dominates via a spritzy, citrusy mouthfeel and flavors of lychee, nectarine and citrus fruits. A fresh, lively but simple finish confirms the wine's refreshment potential."
US,Unum,Cabernet Sauvignon,87,45,"Big, oaky and concentrated, it's rich in coffee and leathery toffee, the tannins firm and feisty."
Italy,Virna Borgogno,Nebbiolo,87,60,"Funky aromas soon burn off to reveal oak, coffee, espresso and vanilla sensations. The palate also shows a heavy wood influence, displaying oak extract and vanilla alongside plum and black cherry. It finishes on an astringent note of drying tannins."
US,North Gate,Petit Verdot,87,28,"Dark berry, sous bois and pastry spice aromas lead to a medium- to full-bodied palate that exhibits easy acids and fixed, chalky tannins."
Italy,Olivero,Nebbiolo,87,50,"Oak, toast, coffee, espresso, chocolate and vanilla sensations dominate this wine along with notes of black plum. It lacks fruit richness to balance the oak and the astringent wood tannins on the finish."
Argentina,Puramun,Malbec,87,39,"Subtle aromas of minerals, rose petal and red berry are not overdone. In the mouth, it has astringency, hard tannins and an overall narrow feel. Flavors of raspberry and red plum seem sharp and jagged, while oaky mint and heat rise up on the finish. Give this more bottle time and it may improve."
Portugal,Quinta da Raza,Arinto,87,13,"This is a wine that shows a more serious side to Vinho Verde. Bone dry, with a crisp and creamy texture, it has citrus, pineapple and red apple flavors. It could even age a few months, but is so drinkable now."
Spain,Monte Clavijo,Tempranillo,87,11,"Fresh plum and berry aromas are cut from a common mold. This is a good but typical juicy Rioja with clean fruit, crisp acidity and nice cherry and raspberry flavors. A touch of bitterness comes up at the tail end of the finish."
US,Educated Guess,Merlot,87,20,"This is a well-constructed, with 95% of the grapes from Napa Valley and the rest supplied from nearby Lake County. Merlot makes up 85% of the wine; the remainder is Cabernet Sauvignon. Hearty, it offers juicy plum and black cherry as well as streaks of cedar and black pepper. The tannins are soft and integrated while the finish hints at mocha and chocolate."
Spain,Enanzo,Rosado,87,10,"Snappy, dry red-fruit and citrus aromas are a good opening. The palate is fresh and bouncy, with punchy pomegranate and grapefruit flavors. A zesty finish with mild citrus and nectarine flavors is par for the course."
US,Ernest,Pinot Noir,87,48,"A feral, oaky Pinot Noir from cool-climate vineyards that tastes of just-ripe cherry and raspberry fruit, with a distinct smokiness on the nose."
Argentina,Fabre Montmayou,Torronts,87,12,"Lemon, lychee and a slight oily character create a familiar Torronts bouquet. A plump body is balanced by citrusy acidity, while flavors of tangerine, mango, passion fruit and lychee finish a touch heavy but vertical. Drink right away."
Portugal,Falua,Portuguese Red,87,12,"This is a finely made, easy to drink wine. It is soft, round, with spice and light tannins, a wine that would travel to parties, barbecues and pasta bakes. The acidity from the blackberry flavor keeps it fresh and fruity."
Argentina,Finca La Luz,Cabernet Sauvignon,87,28,"Saucy, scratchy aromas suggest road tar and compost. This wine is wide in feel, with peppery, spicy raspberry and plum flavors. A minty, herbal tasting finish is neither overbearing nor oaky."
US,Genius Wines,Cabernet Sauvignon,87,75,"Sanguine and brawny, it's concentrated in dark plum and blueberry fruit, with an earthy element teasing around the edges. The finish is marked by power and grip."
Italy,Giulia Negri,Nebbiolo,87,45,"The nose isn't very expressive but eventually reveals fig and raisin aromas. The simple palate offers raw, red cherry alongside brisk acidity and firm tannins."
US,J Wilkes,Pinot Noir,87,26,"Lighter in color, this wine comes from the Miller family that owns Bien Nacido Vineyard. Aromas combine brisk raspberry and fresh strawberry with clove. There is a bitterness on the palate akin to sauted beet greens, followed by pepper spice and more raspberry, with tannins that may evolve over time."
US,King Family,Viognier,87,26,"On first sniff, this shows Viognier's lean side, offering notes of kiwis and lemons. Letting the wine sit in the glass helps to lure out the grape's characteristic scents of exotic flowers, apricots and peaches. A fresh, easygoing selection, this concludes with a clean, medium-length finish."
US,La Crema,Chardonnay,87,30,"This is an expansive, fuller-style of Chardonnay from windswept Carneros. Juicy in apple and Meyer lemon, it's softly textured, with a pronounced richness in aroma, evocative of earthy oak and petrol. Mouthfilling and creamy, it finishes with a taste of crme caramel."
France,Les Hauts de Tousquiron,Bordeaux-style Red Blend,87,,"This structured, young wine has good acidity along with black currant fruitiness and firm tannins that need time to soften. The aftertaste, with its lift of freshness is already attractive. Drink from 2017."
Italy,Malvir,Nebbiolo,87,,"This brooding Barolo opens with aromas of crushed black fruit, leather and balsamic notes. The palate displays oak extract, espresso, black licorice, toast and coffee alongside extremely astringent wood tannins."
Portugal,Casa do Valle,Portuguese White,87,12,"This is a bone dry Vinho Verde, very crisp and tight. It has the freshest sliced apple and lime flavors that are both refreshing and invigorating. From high, cool vineyards, this is a fine wine that would benefit from a few more months in bottle."
US,Castle Rock,Pinot Noir,87,11,"This delivers cedary, smoky aromas and tasty plum and berry flavors. There's a good balance between mild tannins, firm acidity and moderately rich fruit character. Nothing over the top, all in proportion."
Italy,Cavalier Bartolomeo,Nebbiolo,87,,"Mature plum, espresso, coffee and oak aromas emerge on this young and still rather closed Barolo. The palate delivers black cherry, vanilla and cocoa alongside aggressive tannins that leave the mouth feeling parched. Drink after 2020."
France,Chteau de Paillet-Quancard,Bordeaux-style Red Blend,87,17,"On the slopes above the river Garonne, this vineyard has produced a fresh and fruity wine. Firm tannins are balanced by the intensely young and juicy berry fruit. Wood aging rounds the corners of this wine that will be drinkable from 2015."
France,Chteau Haut-Mvret,Bordeaux-style Red Blend,87,20,"With some years under its belt, this has become a ripe, full and smooth wine. It shows attractive acidity as well as some firm tannins, but these fit well into the juicy black plum fruits and fresh aftertaste. Drink now."
France,Chteau Lamothe-Vincent,Bordeaux-style White Blend,87,13,"This wine shows a tropical fruit character, with apricots and mangos laced by more citrus and lime acidity. It's rich, warm and round, although at the back a steely tautness provides balance."
France,Domaine Patrice Moreux,Sauvignon Blanc,87,26,"A softly textured, fruity wine that has a feeling of richness. Apricot fruits are balanced by lime crispness. Full and ripe, it's ready to drink."
US,River's Edge,Pinot Gris,87,16,"Aged in neutral oak barrels with malolactic fermentation, this medium yellow-colored wine brings notes of wheat cereal, peach and lees. It's dry and broad in feel with tart acidity, seeming slightly advanced for its age."
Spain,Emina,Tempranillo,89,30,"This smells a touch stalky and leathery, although there's ample black fruit character to the bouquet. A tannic somewhat rough palate holds stalky flavors of roasted black fruits, charred wood and creosote. A jagged finish with peppery spice and heat closes this out. Drink through 2020."
Germany,Gaul,Dornfelder,89,20,"While bright cherry and berry aromatics take a bit of aeration and coaxing to flourish, this four-square wine calibrates juicy primary red fruit with cool touches of menthol and cranberry acidity. It's approachably fruity and framed in soft delicate tannins. Drink now."
Italy,Negretti,Nebbiolo,89,60,"This opens with attractive aromas of pressed rose, woodland berry, dried herb and a whiff of baking spice. The robust palate shows sour, almost unripe cherry, clove, mocha and anisette. The warmth of evident alcohol closes the finish."
Australia,Sidewood,Pinot Noir,89,20,"The 2012 and 2013 vintages were both strong in southern Australia, so some of the realistically priced Pinots from South Australia and Victoria are worth stocking up on. This is a good example, showing hints of acacia blossoms, red berries, cola and brown sugar wrapped in supple tannins. Drink now through 2018."
